Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1
4,0,6,7,3,0,0,0,0,0,0,0,0,0,0,0
5,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0
6,0,9,0,2,0,0,0,0,0,0,0,0,0,0,1
7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,1,4,9,3,0,0,0,0,0,0,0,0,0,0,0
9,2,4,7,4,0,0,0,0,0,0,0,0,0,0,1
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
12,2,3,4,1,0,0,0,0,0,0,0,0,0,0,1
13,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0
14,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0
15,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0
16,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
17,0,10,10,3,0,0,0,0,0,0,0,0,0,0,1
18,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0
19,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
20,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
21,1,9,11,5,0,0,0,0,0,0,0,0,0,0,0
22,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
23,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0
24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
27,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1
28,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
29,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0
30,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
31,1,6,8,3,0,0,0,0,0,0,0,0,0,0,0
32,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0
33,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1
34,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
35,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0
36,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1
37,2,2,5,1,0,0,0,0,0,0,0,0,0,0,1
38,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0
39,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
40,0,7,13,3,0,0,0,0,0,0,0,0,0,0,1
41,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1
42,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
43,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1
44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
45,0,8,6,2,0,0,0,0,0,0,0,0,0,0,1
46,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1
47,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
48,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1
49,1,2,7,3,0,0,0,0,0,0,0,0,0,0,1
50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,6,7,2,0,0,0,0,0,0,0,0,0,0,1
52,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
53,0,1,8,3,0,0,0,0,0,0,0,0,0,0,1
54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1
58,1,3,6,2,0,0,0,0,0,0,0,0,0,0,1
59,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0
60,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
61,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0
62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0
64,1,5,9,3,0,0,0,0,0,0,0,0,0,0,0
65,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0
66,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
67,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0
68,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1
69,1,5,9,2,0,0,0,0,0,0,0,0,0,0,1
70,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
71,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
72,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0
73,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1
74,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
75,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0
76,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1
77,0,7,9,4,0,0,0,0,0,0,0,0,0,0,0
78,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0
79,1,9,12,3,0,0,0,0,0,0,0,0,0,0,0
80,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
81,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
82,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0
83,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1
84,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
85,0,4,7,2,0,0,0,0,0,0,0,0,0,0,1
86,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
87,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1
88,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0
89,1,5,5,3,0,0,0,0,0,0,0,0,0,0,1
90,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1
91,1,9,16,8,0,0,0,0,0,0,0,0,0,0,1
92,0,4,11,1,0,0,0,0,0,0,0,0,0,0,0
93,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1
96,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1
97,0,7,4,1,0,0,0,0,0,0,0,0,0,0,1
98,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1
99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100,0,5,12,2,0,0,0,0,0,0,0,0,0,0,1
