Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3
2,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1
4,4,9,4,0,0,0,0,0,0,0,0,0,0,0,2
5,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
6,2,4,3,0,0,0,0,0,0,0,0,0,0,0,2
7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2
8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3
9,9,12,10,0,0,0,0,0,0,0,0,0,0,0,1
10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3
11,3,10,4,0,0,0,0,0,0,0,0,0,0,0,2
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
13,5,6,5,0,0,0,0,0,0,0,0,0,0,0,1
14,7,12,7,0,0,0,0,0,0,0,0,0,0,0,2
15,8,11,8,0,0,0,0,0,0,0,0,0,0,0,3
16,3,8,3,0,0,0,0,0,0,0,0,0,0,0,1
17,7,11,7,0,0,0,0,0,0,0,0,0,0,0,2
18,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2
19,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1
20,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1,8,2,0,0,0,0,0,0,0,0,0,0,0,1
22,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3
23,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0
24,5,8,6,0,0,0,0,0,0,0,0,0,0,0,3
25,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
26,3,6,3,0,0,0,0,0,0,0,0,0,0,0,3
27,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1
28,3,4,3,0,0,0,0,0,0,0,0,0,0,0,2
29,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
30,7,7,7,0,0,0,0,0,0,0,0,0,0,0,3
31,4,6,4,0,0,0,0,0,0,0,0,0,0,0,2
32,7,8,8,0,0,0,0,0,0,0,0,0,0,0,2
33,4,6,5,0,0,0,0,0,0,0,0,0,0,0,1
34,9,12,10,0,0,0,0,0,0,0,0,0,0,0,3
35,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0
36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
37,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0
38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
39,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0
40,4,9,4,0,0,0,0,0,0,0,0,0,0,0,3
41,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1
42,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2
43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2
45,7,9,8,0,0,0,0,0,0,0,0,0,0,0,3
46,2,6,2,0,0,0,0,0,0,0,0,0,0,0,3
47,5,10,6,0,0,0,0,0,0,0,0,0,0,0,2
48,2,7,2,0,0,0,0,0,0,0,0,0,0,0,3
49,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1
50,7,8,7,0,0,0,0,0,0,0,0,0,0,0,3
51,10,12,11,0,0,0,0,0,0,0,0,0,0,0,2
52,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
53,3,11,4,0,0,0,0,0,0,0,0,0,0,0,3
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1
56,5,12,5,0,0,0,0,0,0,0,0,0,0,0,3
57,6,9,6,0,0,0,0,0,0,0,0,0,0,0,1
58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
59,3,9,3,0,0,0,0,0,0,0,0,0,0,0,2
60,5,12,5,0,0,0,0,0,0,0,0,0,0,0,3
61,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
62,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
64,6,7,6,0,0,0,0,0,0,0,0,0,0,0,1
65,7,12,8,0,0,0,0,0,0,0,0,0,0,0,3
66,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
67,9,15,10,0,0,0,0,0,0,0,0,0,0,0,2
68,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3
69,4,5,5,0,0,0,0,0,0,0,0,0,0,0,2
70,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
71,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
72,6,13,7,0,0,0,0,0,0,0,0,0,0,0,1
73,9,11,9,0,0,0,0,0,0,0,0,0,0,0,0
74,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1
75,9,10,9,0,0,0,0,0,0,0,0,0,0,0,1
76,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2
77,4,7,4,0,0,0,0,0,0,0,0,0,0,0,1
78,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0
79,3,8,3,0,0,0,0,0,0,0,0,0,0,0,2
80,3,11,4,0,0,0,0,0,0,0,0,0,0,0,2
81,6,11,6,0,0,0,0,0,0,0,0,0,0,0,2
82,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
83,3,4,4,0,0,0,0,0,0,0,0,0,0,0,3
84,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
85,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1
86,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
87,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
88,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
89,5,6,6,0,0,0,0,0,0,0,0,0,0,0,1
90,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0
